verse_number,english_verse,translation_verse
44,"As soon as she came up behind Jesus and barely touched his clothes, her bleeding stopped.",Ní unimpuee dīń Yeesu boon pú ní ki gbēē u-bɔkutil kpaanceetii. Niin niin ní fatiku kpáàa gúń.
45,"“Who touched me?” Jesus asked. While everyone was denying it, Peter said, “Master, people are crowding all around and pushing you from every side.”","Ní Yeesu bālifì yii: «Ŋma di gbēē-mee?» Ní bi-kɔkɔ bí-u yii baa gbēē-u. Ní Peetroo lī yii: «Ukpil, binib di múkú a-pu ní ki téekí-si.»"
47,"The woman knew that she could not hide, so she came trembling and knelt down in front of Jesus. She told everyone why she had touched him and that she had been healed at once.","Unimpuee ká yii Yeesu béè u-puee, ní u dɔ́miń ki gbāaǹ Yeesu nimbiin, tiwun jìkì kpàkpakpa, ki lī kunipaaun niin kun weeŋyi u būǹee nì u nín gbēē Yeesu min ní ki ká dicáaǹdi dicilpu dicilpuee."
48,"Jesus said to the woman, “You are now well because of your faith. May God give you peace!”","Niinee ní Yeesu bí-u yii: «M-bisal, a-fookiiu di fīī-si. Nín̄ cá nì ŋgbansɔŋfi.»"
49,"While Jesus was speaking, someone came from Jairus' home and said, “Your daughter has died! Why bother the teacher anymore?”","Yeesu kaa láá ŋmíl̀ ní unil nyánní kukpafidii kpiliuee dumpu, ní ki bí kukpafidii kpiliu yii: «A-bisal kpíì, taa ti páb́ ukpil fám.»"
51,"Jesus went into the house, but he did not let anyone else go with him, except Peter, John, James, and the girl's father and mother.","Bi búntì ki bàn̄ mmɔŋkee, úǹ nì Peetroo nì Yoowaneesi nì Yakubu nì kibiki na nì ki-baa di kɔ́, waa yāntì bin kíǹee kɔ́ kudiin."
52,"Everyone was crying and weeping for the girl. But Jesus said, “The child isn't dead. She is just asleep.”","Binib nìn bíi sūǹ ki yáliŋkí kibiki gbanti pu. Ní Yeesu bí-bi yii: «Taa ti sɔ̄maan! Kàa kpíì, kì gèeǹ ní.»"
53,The people laughed at him because they knew she was dead.,"Niinee ní bi bíi bèel̄ Yeesu, kun puee bíǹ nìn nyí yii kì kpíì."
54,"Jesus took hold of the girl's hand and said, “Child, get up!”","Ní Yeesu cúú ki-ŋal ní ki téeń yii: «Kibikee, yīkì.»"
55,She came back to life and got right up. Jesus told them to give her something to eat.,Niinee ní ki-fam fātìi dɔ́miń ki-ni. Kì fīkitì kpalaayee ní ki yáatìi kāl̀. Ní Yeesu bí yii bí tīī-kì tijin kí jī.
56,"Her parents were surprised, but Jesus ordered them not to tell anyone what had happened.","An ŋá kibikee baa nì ki-na bitii ní Yeesu kpáafì-bi yii, tin ŋá nee, bí taa pée māafì-tì báà ubɔ cee."
10,"The apostles came back and told Jesus everything they had done. He then took them with him to the village of Bethsaida, where they could be alone.",Yeesu kpambaliŋ ŋin u nìn túee bāań ki kpáfì u-cee ki bíi máafí-u bi nín ŋáaǹ puee. Ní Yeesu cáá-bi ki kpōotì bi-ŋmaniŋma kitiŋ kin bi yíì Beetisayidee caŋin.
15,"They did this, and all the people sat down.",U-boonnooliibi nìn ŋá u nín lī puee ki yāntì bi kāl̀ ikuul ikuul.
7,"Herod the ruler heard about all that was happening, and he was worried. Some people were saying John the Baptist had come back to life.","Ubɔti Eeroodi nín nìn gbìl̄ tin kɔkɔ bíi jītée, u bākatì, kun puee biba nìn bí yii: «Yoowaneesi di fātìi fīkitì.»"
3,"He told them, “Don't take anything with you! Don't take a walking stick or a traveling bag or food or money or even a change of clothes.","Ní u bí-bi yii: «Ni yaa cée, ní taa yòon̄ báà tiba: ní taa ŋúb́ ŋkpandɔɔɔ, kuloouaaa, tijinaaa, animbilaaa, kí taa ŋúb́ abɔkuti ali ali."
4,"When you are welcomed into a home, stay there until you leave that town.","Ni yaa kɔ́ kudicaŋu kun ni ní bi yaa fōō-nee, nín̄ bímaan niin kí tin sāā daliŋkin ni làá yīkèe."
12,"Late in the afternoon the twelve apostles came to Jesus and said, “Send the crowd to the villages and farms around here. They need to find a place to stay and something to eat. There is nothing in this place. It's like a desert!”","Kujoou nìn bíi jóotée, ní Yeesu kpambaliŋ saalaa nì alee sútìń ki pìl̄-u ní ki bí-u yii: «Yàntī binib nee ń nīn cá ntimbilimun nì ikaan kí nyàab̀ tijin nì laakin bi làá dòon̄ee. Di sá yii laakin ti bí nee, binib kpá.»"
44,“Pay close attention to what I am telling you! The Son of Man will be handed over to his enemies.”,«Ní cúú tibɔti tin m làá tùkù-ni kɔŋkɔnneeyee tiŋan. Bi làá dū man Kinibiki kí dūú nyāfiǹ binib.»
11,But a lot of people found out about this and followed him. Jesus welcomed them. He spoke about God's kingdom and healed everyone who was sick.,"Ama kunipaau nín dāa béè laakin bi túĺee ní bi nín jì bi-boon. Ní Yeesu fōō-bi ki sòon̄ nì bi Unimbɔti Beel bɔti, ní ki cáaǹ bin nìn nyàab̀ ú cáaǹ-bee."
50,“Don't stop him!” Jesus said. “Anyone who isn't against you is for you.” A Samaritan Village Refuses To Receive Jesus,"Ní Yeesu kíí-u yii: «Taa pìim̄maan-u nsan, kun puee un kaa kpākantí-nee sá ni-yɔu ní.» Samaarii yab biba kaa fōō Yeesu"
28,"About eight days later Jesus took Peter, John, and James with him and went up on a mountain to pray.","Yeesu sòon̄ míǹ, iwiin inii boonee ní ki yōoǹ Peetroo nì Yoowaneesi nì Yakubu ki jɔ́m̀ dijool pu kí mèè ŋwimmeem."
24,"If you want to save your life, you will destroy it. But if you give up your life for me, you will save it.","Un di yaa là kí fīī u-maŋfalee làá dāá fá-dì, ama un di yaa dū u-maŋfal ki fá man puee làá dāá fīī-dì."
25,"What will you gain, if you own the whole world but destroy yourself or waste your life?","Unil, a yaa jíń duulinya nee kɔkɔ, ní sisi a-ba wáŋkèe, ba ní a páatì?"
26,"If you are ashamed of me and my message, the Son of Man will be ashamed of you when he comes in his glory and in the glory of his Father and the holy angels.","Un yaa cáá man nì m-bɔti pu icooyee, man Kinibiki mun làá dāá nīn cáá udaan pu icoo m yaa láa gítìń nì m-nyootin nì m-Baa nì u-circir tuuŋyi nyootinee."
31,They appeared in heavenly glory and talked about all that Jesus' death in Jerusalem would mean.,Unimbɔti nyooti nìn māntìi tú-bi. Bi nìn bíi sòoǹ nì Yeesu u-tundi din sá yii ú kpú Jeerusaleemee pu ní.
32,") While everyone was still amazed at what Jesus was doing, he said to his disciples,",") Báà ŋma nìn dáá bí ki pàkà Yeesu maamaacib bin kɔkɔ u ŋáańee pu, ní u bí u-boonnooliibi yii:"
34,"While Peter was still speaking, a shadow from a cloud passed over, and they were frightened as the cloud covered them.","U bíi sòoǹ mimmee, ní ditagbandi diba dɔ́miń ki bīiǹ bi-pu, ní tifaandi cúú Peetroo nì bin kíǹee."
35,"From the cloud a voice spoke, “This is my chosen Son. Listen to what he says!”","Niinee ní bi gbìl̄ Unimbɔti sòon̄ní ditagbandin, yii: «Un bí nee di sá m-Jipɔɔn un m lēēyee! Ní pīlifiǹ-u.»"
36,"After the voice had spoken, Peter, John, and James saw only Jesus. For some time they kept quiet and did not say anything about what they had seen. Jesus Heals a Boy (Matthew","Unimbɔti tin sòoǹ míǹ ki ŋmīlifée an kíǹ Yeesu baba, ní bi kpáafì an bɔti, kaa pée sòon̄ tin bi kée báà ubɔ cee. Yeesu cáaǹ ubimbidaan ubɔ (Kpèè Maat"
39,"A demon often attacks him and makes him scream. It shakes him until he foams at the mouth, and it won't leave him until it has completely worn the boy out.","Arasinii ubɔ di bí u-pu. An yaa bāań-uee, ní u tátí ní u-wunti jìkì, ní u-nyɔkɔ nyēē kupumpukuu. Arasiniiyee sàantí-u, kaa là kí yàntī-u malaa."
41,"Jesus said to them, “You people are stubborn and don't have any faith! How much longer must I be with you? Why do I have to put up with you?” Then Jesus said to the man, “Bring your son to me.”","Ní Yeesu bí yii: «Óo binib nee, naa cáá fookii ki gáatì! Kí dāá sāā ŋyunti ŋulɔŋu ní ḿ bàà dūú kàl̄ ni-cee? M làá nīn jīǹ ni-pu kimɔtii kí tin sāā ŋyunti ŋulɔŋu ní? Uninjee, cáań a-bikee doo.»"
42,"While the boy was being brought, the demon attacked him and made him shake all over. Jesus ordered the demon to stop. Then he healed the boy and gave him back to his father.","Ŋyunti ŋun kibikee dòoń Yeesu ceeyee, ní arasiniiyee fíiǹ-kì ki lúkú ní ki cīŋkì-kì ŋkpitim pu. Ní Yeesu kpātì arasiniiyee pu, ki cáaǹ kibikee, ki dū-kì ki tīī ki-baa."
43,Everyone was amazed at God's great power. Jesus Again Speaks about His Death (Matthew,Ní báà ŋma bākatì sèeee Unimbɔti pɔŋkpaaŋŋu pu. Yeesu tí sòon̄ u-kúm nì u-fìkititam pu (Kpèè Maat
45,"But the disciples did not know what he meant. The meaning was hidden from them. They could not understand it, and they were afraid to ask. Who Is the Greatest? (Matthew","Ama baa nìn gbìl̄ tibɔtee taapu. An nìn dáá bí-bi dibalin, ní baa ŋúń kí béè taapu, ama ní ki fāŋkì, kaa bālifì-u mun. Ŋma di sá ukpaan? (Kpèè Maat"
46,Jesus' disciples were arguing about which one of them was the greatest.,Yeesu boonnooliibi nìn bíi kpákà tikpiti pu.
47,"Jesus knew what they were thinking, and he had a child stand there beside him.","Ní Yeesu béè bi-landɔkɔi, ní ki cáań kibiyaawaai ki yóoǹ u-cee,"
48,"Then he said to his disciples, “When you welcome even a child because of me, you welcome me. And when you welcome me, you welcome the one who sent me. Whichever one of you is the most humble is the greatest.” For or against Jesus (Mark","ní ki bí-bi yii: «Un di yaa fōō kibiyaawaai kii kinee man puee, fōō man m-ba dee, ní un yaa fōō-mee, fōō un túnní-mee mun dee. Di sá yii un yaa sá kiyaawaai ni-kansikinee, úǹ di sá ukpaan.» Un kaa ná-nee sá ni-yɔu ní (Kpèè Maar"
49,"John said, “Master, we saw a man using your name to force demons out of people. But we told him to stop, because he isn't one of us.”","Ní Yoowaneesi bí Yeesu yii: «Ukpil, ti ká uninja ubɔ cáá a-yindi ki jì arasiniibi binib pu, ní timbi bàà nyàab̄ kí pìin̄-u nsan, kun puee waa sá ti-yɔu.»"
51,"Not long before it was time for Jesus to be taken up to heaven, he made up his mind to go to Jerusalem.","Ŋyunti ŋun u làá yīkì duulinyan kí nīn jɔ́ḿ yilpuee tóobińee, ní u bóob́ yii see ú pée cù Jeerusaleem."
52,He sent some messengers on ahead to a Samaritan village to get things ready for him.,"U nìn tú binib ń lìntī. Binib gbanti nìn cūtì ki kɔ́ Samaarii tiŋki kiban kí bɔ́ntí laakin u làá dāá kɔ́ee,"
53,"But he was on his way to Jerusalem, so the people there refused to welcome him.","ní niin yab yíì, kaa fōō-u, u nín nìn cá Jeerusaleemee pu."
54,"When the disciples James and John saw what was happening, they asked, “Lord, do you want us to call down fire from heaven to destroy these people?”","U-boonnooliibi Yakubu nì Yoowaneesi nín gbìl̄ mimmee, ní bi bí yii: «Ti-Dindaan, tí mèè Unimbɔti ŋŋmi ń nyānní yilpu kí dāá wà kí céetí-baaa?»"
56,Then they all went on to another village. Three People Who Wanted To Be Followers (Matthew,Ní bi nìkī kitiŋgbaŋ kiban. Bin bàà là kí nóó Yeesuee (Kpèè Maat
57,"Along the way someone said to Jesus, “I'll follow you anywhere!”","Bi bí nsanni ki cée, ní uninja ubɔ bí Yeesu yii: «M làá nīn pée nóó-si, báà laakin ní a yaa cée.»"
58,"Jesus said, “Foxes have dens, and birds have nests, but the Son of Man doesn't have a place to call his own.”","Ní Yeesu bí-u yii: «Jiiŋkpaaibi cáá bi-kɔŋkooŋyi ki dɔ̀, ní nnɔmbiyaamu cáá anɔndiin ki dɔ̀, ama man Kinibiki kaa cáá laakin m làá bíĺ m-yil kí ŋùŋfèe.»"
59,"Jesus told someone else to come with him. But the man said, “Lord, let me wait until I bury my father.”","Ní Yeesu bí kijapaai kiba yii: «Nóó-mi.» Ní kijapaayee kíí-u yii: «Ukpil, pɔ̄-mi nsan ḿ síb́ m-baa kí wàatī.»"
60,"Jesus answered, “Let the dead take care of the dead, while you go and tell about God's kingdom.”","Ní Yeesu kíí-u yii: «Yàntī bitaŋkpiibi ń nīn síb̀ bi-taŋkpiibi. Sii dee, cùú sòoǹ Unimbɔti Beel bɔti kí tùkù binib.»"
61,"Then someone said to Jesus, “I want to follow you, Lord, but first let me go back and take care of things at home.”","Ní ubɔ mun gíti dɔ́miń ki bí Yeesu yii: «Ukpil, m làá nīn nóó-si, ama á dá láá pɔ̄-mi nsan ḿ cùú kàan̄ m-dumpu yab kí wàatī.»"
62,"Jesus answered, “Anyone who starts plowing and keeps looking back isn't worth a thing to God's kingdom!”","Ní Yeesu bí-u yii: «Sii un yaa cúú dikool kí kpɔ̀ ní ki gíti bíi fàtīi kpèé a-boonee, kaa sá Unimbɔti Beelin yɔu.»"
2,"He said to them: A large crop is in the fields, but there are only a few workers. Ask the Lord in charge of the harvest to send out workers to bring it in.","U nìn bí-bi yii: «Kudiceeu wīikí, ama bidicaliibi kaa náaǹ. Mèèmaan bukpaadaan ú tɔ̄ń bitɔntɔnliibi kí kūtì bí dāá cā u-jikaati."
3,"Now go, but remember, I am sending you like lambs into a pack of wolves.","Nín̄ cámaan. M tú-ni, ni làá nīn bí kii apibil ŋin bí isaakpan kansikinee ní."
4,Don't take along a moneybag or a traveling bag or sandals. And don't waste time greeting people on the road.,"Ní taa yòon̄ animbil, nì kuloou nì anaataka, kí taa yūĺ nsanni kí jāam̀ ubɔ."
5,"As soon as you enter a home, say, “God bless this home with peace.”","Ni yaa kɔ́ kudicaŋu kunnee, ní péé péé kí jāam̀-bi yii: <Ŋgbansɔŋfi ń nīn bí kudicaŋu nee pu.>"
6,"If the people living there are peace-loving, your prayer for peace will bless them. But if they are not peace-loving, your prayer will return to you.","Un yaa là ŋgbansɔŋfee yaa bí niinee, ní ú fōō ni-gbansɔŋfiŋuee. Un là ŋgbansɔŋfee yaa kpá niinee, ní kpáaǹ ni-gbansɔŋfiŋuee kí búntí."
7,"Stay with the same family, eating and drinking whatever they give you, because workers are worth what they earn. Don't move around from house to house.","Ni yaa kɔ́ laakin ní bi yaa fōō-nee, nín̄ kāmaan kudicaŋu gbantin. Tin kamaa ní bi yaa pée cáań-nee, ní jī kí nyɔ̀, kun puee utɔntɔnli máaǹ tipaal. Ní taa nín̄ kóò ki póotí adiin."
8,"If the people of a town welcome you, eat whatever they offer.","Ni yaa kɔ́ kitiŋ kin poon ní bi yaa fōō-nee, jīmaan tin kɔkɔ bi yaa pée cáań-nee,"
9,"Heal their sick and say, “God's kingdom will soon be here!”","ní kí cáam̀maan kitiŋ gbanti poon bunliibi, kí tùkù ki-nib yii: <Unimbɔti Beel sútì ki pìlīń-ni.>"
10,"But if the people of a town refuse to welcome you, go out into the street and say,","Ama ni yaa kɔ́ kitiŋ kin poon ní baa fōō-nee, nyāmaan adan pu kí lì yii:"
12,I tell you that on the day of judgment the people of Sodom will get off easier than the people of that town! The Unbelieving Towns (Matthew,"Ibaamɔn ní m tùkù-ni, ibɔsoon dalee, Soodoom tiŋki tafadaaldi dāa sɔ́ǹ kitiŋ gbanti yal.» Mbusu dɔ̄ ki cí ntimu mun kaa fōō Yeesu ki kííyee (Kpèè Maat"
20,But don't be happy because evil spirits obey you. Be happy that your names are written in heaven! Jesus Thanks His Father (Matthew,"Ní taa nín fàal̀ yii arasiniibi nín sīntiǹ bi-ba ki tīī-nee ŋmaniŋma pu, ama ní nīn fàal̀ yii ni-yiŋŋi nín ŋmàn̄ yilpuee pu.» Yeesu bíi fàal̀ (Kpèè Maat"
24,Many prophets and kings were eager to see what you see and to hear what you hear. But I tell you they did not see or hear.” The Good Samaritan,"Ibaamɔn ní m sòoǹ nì ni, Unimbɔti bɔnaatiliibi nì bibɔtiibi tikpil bàà nìn pée nyàab̀ kí ká tin ni wāĺ nee ní kaa ká, ki bàà nìn nyàab̀ kí gbìl̄ tin nimbi gbìl̄ nee ní kaa gbìl̄.» Usamaariija ubɔ niti"
14,On the day of judgment the people of Tyre and Sidon will get off easier than you will.,"Míǹ puee, ibɔsoon dalee, nimbi tafadaaldi dāa jítiǹ Tiir nì Siidɔn nib tafadaaldi."
15,"People of Capernaum, do you think you will be honored in heaven? Well, you will go down to hell!","Nimbi Kapeernayum tiŋki yab, ni nyí yii ni làá yīkì kí tin sāā kutagbɔŋu níii? Ni làá sìntī kí bà taapu taŋkpiibi ní.»"
18,Jesus told them: I saw Satan fall from heaven like a flash of lightning.,Ní Yeesu bí yii: «M ká Sitaan nín nyánní kutagbɔŋu ki bí kii ntaaŋmɔŋmɔee ki lítì.
19,I have given you the power to trample on snakes and scorpions and to defeat the power of your enemy Satan. Nothing can harm you.,"M tùkù-ni yii m tīī-ni mpɔn ní tāā ikoobu nì inoom pu kí còom̀ kí nàan̄ Sitaan pɔŋŋu kɔkɔ, tiba kpá kí ŋá-ni tikpitil."
25,"An expert in the Law of Moses stood up and asked Jesus a question to see what he would say. “Teacher,” he asked, “what must I do to have eternal life?”","Niinee ní umaradakal ubɔ là kí píĺ Yeesu tibɔti kí kpèè u-nyɔkɔn, ní ki yíkì ki bí-u yii: «Ukpil, mana ní an sá ḿ ŋá ní kí ká dimaŋfal din kaa cáá dikúntilee?»"
27,"The man replied, “The Scriptures say, ‘Love the Lord your God with all your heart, soul, strength, and mind.’ They also say, ‘Love your neighbors as much as you love yourself.’ ”","Ní uninjee kíí-u yii: «An lī yii: <Á nīn néeń a-Dindaan a-Nimbɔtiu nì a-pɔbil kɔkɔ nì a-naŋki kɔkɔ nì a-pɔŋŋu kɔkɔ nì a-landɔkɔŋu kɔkɔ, ní kí nīn néeń a-juti kii sisi a-bee.>»"
21,"At that same time, Jesus felt the joy that comes from the Holy Spirit, and he said: My Father, Lord of heaven and earth, I am grateful that you hid all this from wise and educated people and showed it to ordinary people. Yes, Father, this is what pleased you.","Niinee ní Unimbɔti Fam yāntì Yeesu kíǹ ki bíi fàal̀, ní ki lī yii: «Óooo m-Baa, yilpu nì taapu Dindaan, m nyɔ́ŋkí-si a nín dū tibɔti nee ki bál̀ bin yíì bi-ba biciŋfitiibi nì binyiliibi bí taa béé-tì, ní ki dū-tì ki dàkā bin sá ŋwaamuee. M-Baa, tiŋman an sá míǹ, kun puee míǹ di ŋān̄ a-cee ki fáatì-si."
22,"My Father has given me everything, and he is the only one who knows the Son. The only one who really knows the Father is the Son. But the Son wants to tell others about the Father, so they can know him too.","«M-Baa Unimbɔti dū tikɔkɔ ki tīī-mi. Báà ubɔ kaa nyí man un sá Unimbɔti Jipɔɔnee asee m-Baa, míǹ ní báà ubɔ kaa nyí un di sá Ubaatee, asee man u-Jipɔɔn nì bin man u-Jipɔɔn yaa là kí dū-u kí dàkèe.»"
23,"Jesus then turned to his disciples and said to them in private, “You are really blessed to see what you see!",Ní u fātì u-boonnooliibi pu ní ki bí bíǹ ŋmaniŋma yii: «An sá diyimɔɔl ki tīī bin wāĺ tin ni wāĺ nee.
26,"Jesus answered, “What is written in the Scriptures? How do you understand them?”",Ní Yeesu bí-u yii: «An ŋmàn̄ yii ba ní ti-marau poon? Tin tin a kàaǹee sòoǹ yii ba ní?»
28,"Jesus said, “You have given the right answer. If you do this, you will have eternal life.”","Ní Yeesu bí-u yii: «A kíí an ŋān̄, ŋá míǹ kí dāá ká dimaŋfal gbanti.»"
29,"But the man wanted to show that he knew what he was talking about. So he asked Jesus, “Who are my neighbors?”",Umaradakalee là kí pɔ̀ u-bee ní ki bālifì Yeesu yii: «Ŋma di sá m-juti ní?»
30,"Jesus replied: As a man was going down from Jerusalem to Jericho, robbers attacked him and grabbed everything he had. They beat him up and ran off, leaving him half dead.","Ní Yeesu bí-u yii: «Uninja ubɔ di nyánní Jeerusaleem ki sìntī Jeeriikoo, ní digaŋgandambi biba kíntì-u nsanni ki tāfì-u tiŋan pu u fìkī. Bi fúkúl̀ u-wanti pílpil, ki búntì ki yāntì-u, u kíǹ ki dɔ̄ ki fìkī."
31,"A priest happened to be going down the same road. But when he saw the man, he walked by on the other side.",Ní usaraaŋal ubɔ mun yíkì ki dīń nsan gbanti. U bāań ki ká kijapaayee dɔ̄ee ní u páaǹ mpampa.
32,"Later a temple helper came to the same place. But when he saw the man who had been beaten up, he also went by on the other side.","Ní Leefii yab ubɔ mun bāań ki ká kijapaayee dɔ̄, ní u mun páaǹ mpampa."
33,"A man from Samaria then came traveling along that road. When he saw the man, he felt sorry for him","Ama usamaariija ubɔ cá nsan ki bāań ki yīkiǹ uninjee, ní ki súń u-saai,"
34,"and went over to him. He treated his wounds with olive oil and wine and bandaged them. Then he put him on his own donkey and took him to an inn, where he took care of him.","ní ki sútì ki pìl̄-u, ní ki ŋá u-buuŋyi ŋkpam ní ki dū ndamam mun ki ŋá, ní ki póob́-u, ki yōoǹ-u ki kāaǹ u-maŋki pu, ní ki cáá-u ki cūnnì anicandiinni, ki kpēē-u tiŋan."
35,"The next morning he gave the innkeeper two silver coins and said, “Please take care of the man. If you spend more than this on him, I will pay you when I return.”","Kutaa wúntèe, ní u nyántì animbil ki tīī ukpil un kpèé anicandiinee, ní ki bí-u yii: <Á kpèè-mi kijapaai nee tiŋan. A yaa gíti jíń animbil min nyɔkɔm u-puee, m yaa láa fātìńee, ḿ téeǹ-si.>»"
36,"Then Jesus asked, “Which one of these three people was a real neighbor to the man who was beaten up by robbers?”","Ní Yeesu bālifì umaradakalee yii: «Binib bitee kansikinee, ŋma ní a ká yii u sá un digaŋgandambi kíntì ki gbáńee juti ní?»"
37,"The expert in the Law of Moses answered, “The one who showed pity.” Jesus said, “Go and do the same!” Martha and Mary","Ní u kíí Yeesu yii: «Un ŋá-u tiŋanee di sá u-juti.» Ní Yeesu bí-u yii: «Too, a mun cùú ŋá míǹ mbaantiim.» Yeesu māntì Maarta nì Maarii pu"
38,"The Lord and his disciples were traveling along and came to a village. When they got there, a woman named Martha welcomed him into her home.","Yeesu nì u-boonnooliibi nìn kíĺ nsan kí nīn cá ní ki dūu bàn̄ kitimbilii kiban. Unimpu ubɔ nìn fōō-u u-dumpu, bi yíì-u Maarta."
39,"She had a sister named Mary, who sat down in front of the Lord and was listening to what he said.","U nìn cáá naal ubɔ, bi yíì-u Maarii. Maarii úǹ nìn kā ti-Dindaan taaŋi taapu ki pílifí u-bɔti."
40,"Martha was worried about all that had to be done. Finally, she went to Jesus and said, “Lord, doesn't it bother you that my sister has left me to do all the work by myself? Tell her to come and help me!”","Maarta kaa nìn cáá mpaan, di sá yii atuun kupaau nìn ŋúb́-u, ní u dɔ́miń ki bí yii: «Ukpil, a-tafal kpá nì m-naal nín yāntì man baba pée bíi tūǹ atuun kɔkɔeeee? Tùkù-u ú dāá tūtuǹ-mi.»"
41,"The Lord answered, “Martha, Martha! You are worried and upset about so many things,","Ní ti-Dindaan kíí-u yii: «Maarta, Maarta, a nìiǹ ki jìkì tiwan tikpil pu,"
42,"but only one thing is necessary. Mary has chosen what is best, and it will not be taken away from her.”","ama kuwambambaantiiu di páb́. Kúǹ ní Maarii lēē nee, ní ubɔ kaa ŋūǹ kí fōō-ku u-cee.»"
9,"So I tell you to ask and you will receive, search and you will find, knock and the door will be opened for you.","Míǹ pu ní man tùkù-ni yii, mèèmaan Unimbɔti, u làá tīī-ni. Nyàab̀maan, u làá yàntī ní ká. Kpāafìmaan, u làá pìitī-ni."
13,"As bad as you are, you still know how to give good gifts to your children. But your heavenly Father is even more ready to give the Holy Spirit to anyone who asks. Jesus and the Ruler of Demons (Matthew","Too, nimbi bin sá binikpitibee yaa nyí ki tìì ni-biyaamu tiwammɔntiil, kin ataa aŋa pu ní Ubaati un bí yilpuee kaa nín tìì Circir Fam bin kɔkɔ yaa mèé-u Ŋfam gbantee?» Yeesu cáaǹ umɔɔmiin ubɔ (Kpèè Maat"
7,"And suppose your friend answers, “Don't bother me! The door is bolted, and my children and I are in bed. I cannot get up to give you something.”","U-bɔɔyee yaa kíiń-u kudii poon yii: <Taa páb́-mi, man pīiǹ kudii, man nì m-biyaamu kɔ́ ki dōoǹ, maa ti ŋūǹ kí yīkì kí tīī-si kpɔnɔb.>"
11,Which one of you fathers would give your hungry child a snake if the child asked for a fish?,"«Ni-kansikin ŋma di yaa cáá kibiki, ní kì yaa mēē-u ujɔm, ní ú dū ukoobu kí tīī-kì?"
2,"So Jesus told them, “Pray in this way: ‘Father, help us to honor your name. Come and set up your kingdom.","Ní u bí-bi yii: «Ni yaa bíi mèéyee, ní lì yii: <Ti-Baa, yàntī bí béé yii a sá Unimbɔti circirdaan, kí yàntī a-Beel ń dāan̄."
4,"Forgive our sins, as we forgive everyone who has done wrong to us. And keep us from being tempted.’ ”","Dū ti-kpitii kí pɔ̄-ti, kun puee ti mun pūǹ bin ŋáań-ti ikpitee bi-kpitii. Taa pɔ̄ mpaan Sitaan ń kīil̀-ti.>»"
10,"Everyone who asks will receive, everyone who searches will find, and the door will be opened for everyone who knocks.","Kun puee, sii un yaa mēē Unimbɔti tibee, see á fōō kudɔŋu, ní sii un yaa nyàab̀ tibee, see á ká kudɔŋu. Sii un di yaa tí yú ki kpáafée, see bí pìitī-si."
30,"Just as Jonah was a sign to the people of Nineveh, the Son of Man will be a sign to the people of today.","Kii Yoona nín nìn sá kudaaŋŋu ki tīī Niiniifi yab puee, míǹ ní man Kinibiki làá nīn sá kudaaŋŋu ki tīī nimbi waanee nib."
27,"While Jesus was still talking, a woman in the crowd spoke up, “The woman who gave birth to you and nursed you is blessed!”","Yeesu bíi sòoǹ mimmee, ní unimpu ubɔ téeń kunipaaun yii: «Unimpu un cáá a-pool ki màl̄-si a ŋáam̀ u-biilee bí mmɔnneeee!»"
14,"Jesus forced a demon out of a man who could not talk. And after the demon had gone out, the man started speaking, and the crowds were amazed.","Kijapaai kiba nìn bí, arasinii kā u-pu ki yāntì u kpántì umɔɔmiin. Yeesu jìn̄ arasiniiyee, ní umɔɔmiinee kíǹ ki bíi sòoǹ, ní kunipaauee bākatì sèeee."
16,Others wanted to put Jesus to the test. So they asked him to show them a sign from God.,Ní biba mun là kí píĺ-u tibɔti ní ki bí-u yii ú ŋá kudaaŋŋu kubɔ bí béé yii u-pɔŋŋu gbanti baasii nyánní Unimbɔti cee.
17,"Jesus knew what they were thinking, and he said: A kingdom where people fight each other will end up in ruin. And a family that fights will break up.","Ama Yeesu nìn nyí bi-landɔkɔi ní ki bí yii: «Dibeel din nib di yaa cúu yākatì ki jáà nì tɔbee, see dí kúntí, ní di-diiŋŋi ń lítí kí yāŋkì tɔb kí wìil̀."
18,"If Satan fights against himself, how can his kingdom last? Yet you say that I force out demons by the power of Beelzebul.","Ní ni bí yii Beelseebuul di tīī-mi mpɔn ní m jì arasiniibaaa? Mimmee, Sitaan yaa fātìi bíi jáà nì úǹ u-bee, mana ní u-beel ŋūǹ kí nīn bí ki cá!"
19,"If I use his power to force out demons, whose power do your own followers use to force them out? They are the ones who will judge you.","Man yaa cáá Beelseebuul pɔŋŋu ní ki jì arasiniibee, mimmee ni làá lì yii arasiniibi bɔtiu Beelseebuul di tīī ni-jipɔmbi mun mpɔn ní bi jì arasiniibi deeyaa! Ni-yab bi-ba dàkà yii ni bí diyìntil poon dee."
21,"When a strong man arms himself and guards his home, everything he owns is safe.","«Upɔɔl yaa kā nì u-janjawanti ki cí u-diikuee, tiba kaa gbèetī u-wanti."
43,"You Pharisees are in for trouble! You love the front seats in the synagogues, and you like to be greeted with honor in the market.","«Mbusu bí ki tīī nimbi Fariisab, kun puee ni néeń ki kàal̀ nyɔkɔpu jaliŋ akpafidiinni, ki néeń bí nīn jáaḿ-ni sampaambi pu ki tìì-ni jilma."
45,"A teacher of the Law of Moses spoke up, “Teacher, you said cruel things about us.”","Ní umaradakal ubɔ bí yii: «Ukpil, a nín sòoǹ pu nee, a sìí ki kpāantí timbi deeyaa!»"
